Course OID,Course ID,Subject,Code,Name,Effective Date,Short Title,Academic Group
9170,582476,MDE,10,Introduction to Algebra,2022-01-01,Introduction to Algebra,DEV
9173,582477,MDE,60,Intermediate Algebra,2022-01-01,Intermediate Algebra,DEV
9171,582478,MDE,54,Learning Support for Quantitative Reasoning,2022-01-01,Lrn Support for Quant Reason,DEV
9172,582479,MDE,61,Learning Support for Pre-Calculus,2022-01-01,Learning Support for Pre-Calc,DEV
8603,158180,MEC,161,Basic Fluid Mechanics - Hydraulics/Pneumatics,2012-01-01,Basic Fluid Mech-Hydr/Pneum,NDEV
8604,158181,MEC,162,Applied Hydraulics and Pneumatics,2014-01-01,Applied Hydraulics and Pneumat,NDEV
8607,158183,MEC,215,Advanced Jig and Fixture Design,1988-06-20,Adv Jig Fix De,NDEV
8605,505072,MEC,175,Fundamental Shop Procedures and Internal Combustion Eng,2011-01-18,Fund Shop Proc & Int Com Eng,NDEV
8600,508779,MEC,103,Electronic Circuits and Instrumentation,2011-01-18,ElecCircuits & Instrumentation,NDEV
8602,542572,MEC,148,Industrial Pipefitting,2010-08-01,Industrial Pipefitting,NDEV
8601,554998,MEC,140,Introduction to Mechatronics,2014-01-01,Introduction to Mechatronics,NDEV
8608,158454,MKT,100,Principles of Marketing,2011-01-17,Prin Mktg,NDEV
8609,158455,MKT,110,Principles of Selling,1988-06-20,Prin Selling,NDEV
8610,546070,MTE,1,Operations with Positive Fractions,2011-10-01,Operations-Positive Fractions,DEV
8611,546071,MTE,2,Operations with Positive Decimals and Percents,2011-10-01,Operations-Positive Dec & %s,DEV
8612,546072,MTE,3,Algebra Basics,2011-10-01,Algebra Basics,DEV
8613,546073,MTE,4,First Degree Equations and Inequalities in One Variable,2011-10-01,First Degree Equations,DEV
8614,546074,MTE,5,"Linear Equations, Inequalities and Systems of  Linear Equations in Two Variables",2011-10-01,"Linear Equations, Inequalities",DEV
8615,546075,MTE,6,"Exponents, Factoring and Polynomial Equations",2011-10-01,"Exponents, Factoring and Poly",DEV
8616,546076,MTE,7,Rational Expressions and  Equations,2011-10-01,Rational Expressions/Equations,DEV
8617,546077,MTE,8,Rational Exponents and Radicals,2011-10-01,Rational Exponents and Radical,DEV
8618,546078,MTE,9,"Functions, Quadratic Equations and Parabolas",2011-10-01,"Functions, Quadratic Equations",DEV
8619,158640,MTH,103,Basic Technical Mathematics I,2011-01-17,Bas Tech Math,NDEV
8620,158642,MTH,111,Technical Mathematics I,2004-08-01,Tech Math I,NDEV
8621,158648,MTH,120,Introduction To Mathematics,2011-10-01,Intr Math,NDEV
8624,158651,MTH,141,Business Mathematics I,2003-08-01,Bus Math I,NDEV
8625,158655,MTH,151,Mathematics For The Liberal Arts I,2011-01-17,Math Lib Art I,NDEV
8626,158656,MTH,152,Mathematics For The Liberal Arts II,2011-01-17,Math Lb Art II,NDEV
8629,158661,MTH,162,PreCalculus II,2018-03-01,PreCalculus II,NDEV
8630,158662,MTH,163,Precalculus I,2011-01-17,Precalculus I,NDEV
8631,158663,MTH,164,Precalculus II,1994-08-22,Precalculus II,NDEV
8632,158666,MTH,168,Precalculus II with Introductory Calculus,2011-01-17,Precalculus II w IntroCalculus,NDEV
8633,158671,MTH,175,Calculus of One Variable I,1991-08-22,Cal One Var I,NDEV
8634,158672,MTH,176,Calculus of One Variable II,1990-01-08,Calc I Var II,NDEV
8635,158678,MTH,241,Statistics I,2011-01-17,Statistics I,NDEV
8640,158683,MTH,273,Calculus I,1988-06-20,Calculus I,NDEV
8641,158684,MTH,274,Calculus II,1988-06-20,Calculus II,NDEV
8636,549420,MTH,242,Statistics II,2012-08-01,Statistics II,NDEV
8627,572773,MTH,154,Quantitative Reasoning,2022-04-06,Quantitative Reasoning,NDEV
8628,572775,MTH,161,PreCalculus I,2022-04-06,PreCalculus I,NDEV
8622,572963,MTH,130,Fundamentals of Reasoning,2018-03-01,Fundamentals of Reasoning,NDEV
8637,572964,MTH,245,Statistics I,2022-03-01,Statistics I,NDEV
8638,572965,MTH,263,Calculus I,2018-03-01,Calculus I,NDEV
8623,572968,MTH,132,Business Mathematics,2018-03-01,Business Mathematics,NDEV
8639,573376,MTH,264,Calculus II,2018-03-01,Calculus II,NDEV
8642,158692,MUS,121,Music Appreciation,2011-01-17,Mus Apprecia,NDEV
8643,158693,MUS,122,Music Appreciation II,2011-01-17,Mus Apprec II,NDEV
8738,158850,NAS,125,Meteorology,2007-01-01,Meteorology,NDEV
8644,158852,NAS,131,Astronomy I,2014-01-01,Astronomy I,NDEV
8648,570427,NSG,100,Introduction to Nursing Concepts,2017-07-01,Intro to Nursing Concepts,NDEV
8649,570428,NSG,106,Competencies for Nursing Practice,2022-04-01,Competencies for Nursing Pract,NDEV
8650,570429,NSG,130,Professional Nursing Concepts,2017-07-01,Professional Nursing Concepts,NDEV
8653,570430,NSG,200,Health Promotion and Assessment,2017-07-01,Health Promotion & Assessment,NDEV
8651,570431,NSG,152,Health Care Participant,2019-01-01,Health Care Participant,NDEV
8652,570432,NSG,170,Health/Illness Concepts,2019-01-01,Health/Illness Concepts,NDEV
8654,570433,NSG,210,Health Care Concepts I,2017-07-01,Health Care Concepts I,NDEV
8655,570435,NSG,211,Health Care Concepts II,2017-07-01,Health Care Concepts II,NDEV
8656,570436,NSG,230,Advanced Professional Nursing Concepts,2017-07-01,Adv Prof Nursing Concepts,NDEV
8657,570437,NSG,252,Complex Health Care Concepts,2017-07-01,Complex Health Care Concepts,NDEV
8658,570438,NSG,270,Nursing Capstone,2017-07-01,Nursing Capstone,NDEV
8645,158966,NUR,120,Nurse Terminology and Charting,2011-01-17,Nurs Termn Chg,NDEV
8646,158968,NUR,135,Drug Dosage Calculations,2011-01-17,Drg Dosage Cal,NDEV
8647,544176,NUR,293,Studies In,2011-01-01,Studies In,NDEV
8659,159314,PED,101,Fundamentals of Physical Activity I,1989-01-09,Fund Phy Acti,NDEV
8660,159316,PED,103,Aerobic Fitness I,2011-01-18,Aerobic Fit I,NDEV
8661,159317,PED,104,Aerobic Fitness II,2011-01-18,Aerobic Fitnes,NDEV
8662,159318,PED,105,Aerobic Dance I,2011-01-18,Aerob Dance I,NDEV
8663,159319,PED,106,Aerobic Dance II,2007-01-01,Aero Danc II,NDEV
8665,159329,PED,129,Self Defense,2011-01-18,Self Defense,NDEV
8666,159339,PED,152,Basketball,1996-01-05,Basketball,NDEV
8667,159346,PED,171,Ballroom Dance I,1989-01-09,Ballroom Dance,NDEV
8668,159347,PED,174,Shooting and Firearm Safety,2012-03-19,Shooting and Firearm Safety,NDEV
8669,159357,PED,206,Sports Appreciation,2004-08-01,Sports Appre,NDEV
8664,544876,PED,110,Zumba,2014-01-01,Zumba,NDEV
8670,159478,PHI,100,Intro To Philosophy,2011-01-18,Int To Phil,NDEV
8671,159481,PHI,111,Logic I,2015-10-26,Logic I,NDEV
8672,159487,PHI,220,Ethics,1989-01-09,Ethics,NDEV
8673,569735,PHI,227,Bio-Medical Ethics,2017-08-01,Bio-Medical Ethics,NDEV
8674,159630,PHY,101,Introduction To Physics I,2008-01-01,Physics I,NDEV
8675,159631,PHY,102,Introduction To Physics II,1988-06-20,Physics II,NDEV
8676,159720,PLS,211,U.S. Government I,2011-01-18,U.S. Govt I,NDEV
8677,159721,PLS,212,Us Government II,1988-06-20,Us Govt II,NDEV
8740,159724,PNE,145,Trends in Practical Nursing,2011-01-18,Tr in Prac Nur,NDEV
8678,159728,PNE,161,Nursing in Health Changes I,2016-05-01,Nur I,NDEV
8679,159729,PNE,162,Nursing in Health Changes II,2016-09-01,Nursing in Health Changes II,NDEV
8680,159730,PNE,163,Nursing in Health Changes III,2017-03-21,Nur III,NDEV
8681,159731,PNE,173,Pharmacology For Practical Nurses,2011-01-18,Pharm Prac Nur,NDEV
8682,159835,PSY,126,Psychology For Business and Industry,1988-06-20,Psy Bus Ind,NDEV
8683,159840,PSY,200,Principles of Psychology,2011-01-18,Principles of Psychology,NDEV
8684,159844,PSY,205,Crisis Management,1988-06-20,Crisis Mgt,NDEV
8685,159847,PSY,215,Abnormal Psychology,2011-01-18,Abnormal Psyc,NDEV
8686,159848,PSY,216,Social Psychology,1989-01-09,Social Psyc,NDEV
8688,159850,PSY,225,Theories of Personality,2011-01-18,Theo Pers,NDEV
8689,159851,PSY,226,Intro To Counseling Relationships,1996-08-22,Int Couns Rela,NDEV
8691,159859,PSY,255,Psy Aspects of Criminal Behavior,1998-05-25,Criminal Behav,NDEV
8690,501774,PSY,230,Developmental Psychology,2011-01-18,Developmental Psychology,NDEV
8687,510481,PSY,219,Cross-Cultural Psychology,2005-08-01,Cross-Cultural Psychology,NDEV
8692,556446,PSY,270,Psychology of Human Sexuality,2014-08-01,Psychology of Human Sexuality,NDEV
8693,160089,REA,100,Principles of Real Estate,1988-08-25,Prin of Re Est,NDEV
8694,160091,REA,110,Real Estate Sales,2009-04-06,Real Estate Sales,NDEV
8695,160094,REA,215,Real Estate Brokerage,2009-04-06,Real Estate Brokerage,NDEV
8696,160095,REA,216,Real Estate Appraisal,2016-01-01,Real Est Appr,NDEV
8697,160096,REA,217,Real Estate Finance,2009-09-24,Real Estate Finance,NDEV
8698,160098,REA,245,Real Estate Law,2004-08-01,Real Estat Law,NDEV
8700,160130,REL,200,Survey of The Old Testament,1989-08-28,Surv Old Test,NDEV
8701,160133,REL,210,Survey of New Testament,2011-01-18,Surv New Testa,NDEV
8702,160134,REL,216,Life and Teachings of Jesus,1992-08-24,Life/Teac Jes,NDEV
8703,160137,REL,230,Religions of The World,2011-01-18,Religion of Wr,NDEV
8699,500529,REL,100,Introduction to the Study of Religion,2003-01-08,Intro to the Study of Religion,NDEV
8704,161158,RVH,130,Motorcycle Rider Safety - Beginning,2011-01-18,Motorcycle Sft,NDEV
8705,160288,SAF,126,Principles of Industrial Safety,2013-01-01,Principles of Industrial Safet,NDEV
8706,545155,SAF,130,SAF 130,2011-05-01,SAF 130-Industrial Safety,DEV
8719,160819,SDV,100,College Success Skills,2011-01-18,College Success Skills,NDEV
8721,160822,SDV,106,Preparation For Employment,2011-01-18,Prep For Emply,NDEV
8739,160823,SDV,107,Career Education,2010-08-01,Career Educ,NDEV
8720,505570,SDV,101,Orientation To,2011-08-01,Orientation To,NDEV
8722,542600,SDV,109,Student Leadership Development,2010-08-01,Student Leadership Development,NDEV
8718,566964,SDV,1,Student Development (TEAS Prep - Nursing),2016-01-01,Student Development (TEAS),DEV
8708,160536,SOC,200,Principles to Sociology,2011-01-18,Principles to Sociology,NDEV
8709,160542,SOC,215,Sociology of The Family,2011-01-18,Soc Family,NDEV
8710,160544,SOC,218,Family Violence,1998-08-21,Family Violenc,NDEV
8711,160546,SOC,235,Juvenile Delin,2011-01-18,Juvenile Delin,NDEV
8712,160547,SOC,236,Criminology,1989-01-09,Criminology,NDEV
8713,160554,SOC,268,Social Problems,2011-01-18,Soc Problems,NDEV
8714,160655,SPA,101,Beginning Spanish I,2011-01-18,Beg Spanish I,NDEV
8715,160656,SPA,102,Beginning Spanish II,2011-01-18,Beg Span II,NDEV
8716,160665,SPA,201,Intermediate Spanish I,1990-05-21,Int Spanish I,NDEV
8717,160666,SPA,202,Intermediate Spanish II,1990-05-21,Int Spanish II,NDEV
8707,160807,SSC,101,Contemporary Social Problems I,2011-01-18,Cont Soc Probl,NDEV
8724,160971,WEL,120,Introduction To Welding,2011-01-18,Intro Welding,NDEV
8725,160972,WEL,123,Arc Welding I,2011-01-18,Arc Welding I,NDEV
8726,160973,WEL,124,Arc Welding II,1992-01-09,Arc Welding II,NDEV
8727,160974,WEL,126,Pipe Welding I,1992-01-09,Pipe Welding I,NDEV
8728,160975,WEL,130,Inert Gas Welding,2011-01-18,Inert Gas Welding,NDEV
8732,160980,WEL,160,Gas Metal Arc Welding,2012-01-01,Gas Metal Arc Welding,NDEV
8733,160981,WEL,195,Topic In,2011-01-18,Topic In,NDEV
8729,501279,WEL,136,Welding III (Inert Gas),2004-08-01,Welding III (Inert Gas),NDEV
8723,502874,WEL,116,Welding I (Oxyacetylene),2012-08-09,Welding I (Oxyacetylene),NDEV
8731,534511,WEL,150,Welding Drawing and Interpretation,2008-05-01,Weld Drawing & Interpretation,NDEV
8730,549329,WEL,138,Pipe and Tube Welding,2012-08-01,Pipe and Tube Welding,NDEV
8784,569469,WEL,164,"Gas Tungsten Arc Welding (GTAW), Tungsten Inert Gas (TIG)",2017-03-29,Gas Tungsten Arc Welding,NDEV
8786,572911,WEL,166,"Advanced Gas Tungsten Arc Welding (GTAW), Tungsten Inert Gas (TIG)",2018-01-01,"Advanced GTAW, TIG",NDEV
8785,572912,WEL,161,Flux Cored Arc Welding (FCAW),2018-05-01,Flux Cored Arc Welding (FCAW),NDEV
